Time Serie,AUSTRALIAN DOLLAR/US$,EURO/US$,NEW ZELAND DOLLAR/US$,UK POUND/US$,BRAZIL REAL/US$,CANADIAN DOLLAR/US$,CHINA YUAN/US$,KOREA WON/US$,JAPAN YEN/US$
2015-01-02,1.2318,0.8323,1.2968,0.651,2.6967,1.1725,6.2046,1103.73,120.2
2015-01-05,1.2353,0.8391,1.2984,0.6564,2.7284,1.1785,6.2201,1109.07,119.64
2015-01-06,1.2318,0.8378,1.2812,0.659,2.7013,1.1802,6.2125,1098.14,118.26
2015-01-07,1.2424,0.846,1.2942,0.6634,2.7,1.1851,6.2127,1101.51,119.52
2015-01-08,1.2306,0.8467,1.2778,0.6615,2.6635,1.1812,6.2143,1096.19,119.51
2015-01-09,1.2209,0.8453,1.2768,0.66,2.6375,1.1857,6.2085,1086.14,118.66
2015-01-12,1.2247,0.8452,1.286,0.6593,2.6673,1.1929,6.2027,1083.25,118.32
2015-01-13,1.2249,0.849,1.2933,0.6594,2.6366,1.1947,6.197,1080.42,118.16
2015-01-14,1.225,0.847,1.291,0.6564,2.6145,1.1957,6.1957,1080.45,116.78
2015-01-15,1.2177,0.8622,1.2835,0.6596,2.6324,1.1932,6.187,1077.94,116.95
2015-01-16,1.2204,0.8683,1.2857,0.6609,2.6225,1.1986,6.2065,1076.68,117.45
2015-01-19,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-01-20,1.2229,0.8651,1.2999,0.6595,2.6148,1.2085,6.2137,1087.17,118.48
2015-01-21,1.2344,0.8633,1.3196,0.6615,2.5982,1.2377,6.2112,1081.94,117.86
2015-01-22,1.2347,0.8761,1.3243,0.6644,2.5644,1.237,6.2085,1081.75,117.92
2015-01-23,1.2602,0.8866,1.3374,0.6657,2.5805,1.24,6.2279,1075.75,117.8
2015-01-26,1.2604,0.8857,1.3468,0.6628,2.582,1.2409,6.2535,1079.42,118.38
2015-01-27,1.2596,0.8795,1.3403,0.6581,2.5737,1.2402,6.243,1075.31,117.62
2015-01-28,1.2542,0.8817,1.3421,0.6594,2.5825,1.2452,6.2475,1084.84,117.74
2015-01-29,1.289,0.8843,1.3776,0.6648,2.6113,1.2644,6.2463,1098.6,118.31
2015-01-30,1.2883,0.8857,1.3797,0.6655,2.6843,1.2716,6.2495,1104.3,117.44
2015-02-02,1.2791,0.8821,1.3691,0.6655,2.7086,1.2577,6.2594,1099.61,117.33
2015-02-03,1.2925,0.8724,1.371,0.661,2.7016,1.2452,6.2573,1096.06,117.48
2015-02-04,1.2885,0.8758,1.3567,0.6575,2.7403,1.255,6.2472,1086.79,117.58
2015-02-05,1.2816,0.8747,1.353,0.6539,2.7306,1.2419,6.2516,1087.05,117.4
2015-02-06,1.2809,0.8826,1.3585,0.6559,2.7681,1.2524,6.2417,1097.26,119.16
2015-02-09,1.2799,0.8837,1.3486,0.6572,2.7872,1.2448,6.2467,1096.4,118.7
2015-02-10,1.2852,0.8837,1.349,0.6557,2.8304,1.2528,6.2405,1098.61,119.32
2015-02-11,1.2965,0.885,1.3546,0.6565,2.8724,1.2635,6.2422,1108.19,120.38
2015-02-12,1.2882,0.8764,1.3401,0.6502,2.8225,1.2464,6.244,1100.87,118.72
2015-02-13,1.2867,0.8766,1.339,0.6496,2.8273,1.2449,6.2399,1097.2,118.7
2015-02-16,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-02-17,1.2794,0.8776,1.3293,0.6515,2.829,1.2401,6.2546,1107.33,118.99
2015-02-18,1.2857,0.8817,1.33,0.6481,2.8467,1.2456,6.2546,1112.82,119.19
2015-02-19,1.2804,0.8778,1.3257,0.6472,2.8578,1.2484,6.2546,1110.69,118.84
2015-02-20,1.2767,0.8794,1.3273,0.65,2.8773,1.2503,6.2546,1110.06,118.68
2015-02-23,1.2809,0.8814,1.327,0.6466,2.8688,1.2577,6.2546,1108.25,118.88
2015-02-24,1.2807,0.8844,1.3412,0.6479,2.8462,1.2601,6.2546,1108.05,119.13
2015-02-25,1.2661,0.88,1.3249,0.6452,2.8656,1.2418,6.2591,1101.53,118.88
2015-02-26,1.2794,0.8919,1.3236,0.6483,2.8806,1.249,6.2584,1100.33,119.36
2015-02-27,1.2804,0.8931,1.3233,0.6477,2.8618,1.2506,6.2695,1100.65,119.72
2015-03-02,1.2853,0.8937,1.3293,0.6506,2.8765,1.2535,6.272,1101.46,120.06
2015-03-03,1.2755,0.8919,1.321,0.6497,2.8967,1.245,6.2741,1095.65,119.47
2015-03-04,1.2786,0.9033,1.3186,0.6551,2.979,1.2439,6.2701,1100.2,119.76
2015-03-05,1.2882,0.9086,1.3394,0.6566,2.9961,1.2482,6.2658,1100.11,120.22
2015-03-06,1.2967,0.9212,1.3578,0.6639,3.0601,1.2615,6.262,1110.36,120.93
2015-03-09,1.296,0.922,1.3587,0.6624,3.1015,1.2598,6.2635,1114.18,121.17
2015-03-10,1.3094,0.934,1.3751,0.6629,3.1273,1.2633,6.2615,1123.32,121.2
2015-03-11,1.3189,0.9455,1.3854,0.6691,3.0881,1.2763,6.2613,1131.33,121.5
2015-03-12,1.2979,0.9421,1.3508,0.6708,3.1247,1.2692,6.2614,1120.13,121.28
2015-03-13,1.3104,0.9502,1.3643,0.6777,3.2605,1.2803,6.2585,1135.7,121.17
2015-03-16,1.3062,0.9456,1.3532,0.6757,3.2204,1.2763,6.262,1129.62,121.3
2015-03-17,1.3132,0.943,1.3676,0.6782,3.2632,1.2769,6.249,1127.69,121.28
2015-03-18,1.3067,0.9396,1.3581,0.6809,3.2747,1.2771,6.2289,1127.09,120.92
2015-03-19,1.3127,0.9415,1.3557,0.6789,3.2931,1.2743,6.1955,1121.21,120.9
2015-03-20,1.2888,0.9266,1.3236,0.6701,3.2206,1.2593,6.2037,1113.87,120.28
2015-03-23,1.2742,0.9151,1.3118,0.6695,3.1596,1.2515,6.2135,1106.68,119.74
2015-03-24,1.2708,0.9168,1.3103,0.6725,3.1534,1.251,6.2046,1104.2,119.9
2015-03-25,1.2729,0.9102,1.3101,0.6705,3.1609,1.2513,6.2116,1099.72,119.37
2015-03-26,1.2762,0.9158,1.3186,0.6737,3.1768,1.2469,6.2103,1103.59,119.01
2015-03-27,1.2897,0.9182,1.3228,0.6721,3.2412,1.2579,6.2145,1103.6,119.15
2015-03-30,1.308,0.9244,1.3308,0.676,3.2515,1.2687,6.2065,1106.39,120.11
2015-03-31,1.3115,0.931,1.336,0.6734,3.1843,1.2681,6.199,1107.71,119.96
2015-04-01,1.3132,0.9287,1.3403,0.6746,3.1547,1.261,6.1976,1098.1,119.62
2015-04-02,1.3217,0.9196,1.3364,0.6738,3.1373,1.2584,6.1968,1089.49,119.74
2015-04-03,1.308,0.9099,1.3167,0.6704,3.12,1.2465,6.193,1085.65,118.96
2015-04-06,1.306,0.9084,1.3149,0.6685,3.0961,1.245,6.193,1083.38,119.05
2015-04-07,1.3079,0.9217,1.3321,0.6731,3.1105,1.2488,6.1955,1093.76,120.36
2015-04-08,1.2962,0.9244,1.3193,0.6701,3.0852,1.2508,6.202,1093.77,119.96
2015-04-09,1.2977,0.9371,1.3236,0.6785,3.0345,1.258,6.205,1093.8,120.32
2015-04-10,1.3031,0.9436,1.3277,0.6827,3.0784,1.2596,6.2082,1093.13,120.29
2015-04-13,1.3194,0.945,1.3426,0.6822,3.1157,1.2603,6.2152,1100.41,120.32
2015-04-14,1.3092,0.937,1.327,0.6761,3.0779,1.2476,6.2113,1090.76,119.26
2015-04-15,1.3141,0.9438,1.3268,0.6765,3.0571,1.2378,6.2037,1095.07,119.23
2015-04-16,1.2827,0.9309,1.3051,0.6701,3.018,1.2206,6.1947,1086.89,119.18
2015-04-17,1.286,0.9276,1.3014,0.6693,3.0639,1.2225,6.1976,1081.99,119.02
2015-04-20,1.2942,0.9291,1.3043,0.6706,3.0446,1.2203,6.2014,1081.27,119.27
2015-04-21,1.2918,0.9295,1.3004,0.6692,3.033,1.2274,6.201,1081.54,119.45
2015-04-22,1.2868,0.9321,1.3026,0.6655,2.9988,1.225,6.1927,1080.64,119.9
2015-04-23,1.285,0.9257,1.3184,0.6646,2.9807,1.2148,6.1975,1080,119.69
2015-04-24,1.278,0.9195,1.3156,0.6589,2.9631,1.2168,6.193,1075.85,118.98
2015-04-27,1.2724,0.9181,1.3075,0.6564,2.9049,1.2106,6.2185,1071.01,119.12
2015-04-28,1.2473,0.9108,1.2932,0.6524,2.9002,1.2021,6.2035,1063.03,118.8
2015-04-29,1.2399,0.8949,1.2925,0.6458,2.9393,1.1955,6.1989,1066.48,118.83
2015-04-30,1.2711,0.8959,1.3173,0.6524,3.0121,1.2116,6.2018,1076.74,119.86
2015-05-01,1.2799,0.8933,1.3298,0.6606,3.0145,1.2191,6.2018,1080.22,120.21
2015-05-04,1.2757,0.8973,1.328,0.6615,3.072,1.2108,6.2085,1081.19,120.25
2015-05-05,1.2593,0.8949,1.3222,0.6588,3.0585,1.2038,6.2058,1080.46,119.87
2015-05-06,1.2492,0.8814,1.331,0.656,3.0485,1.2007,6.2001,1077.23,119.42
2015-05-07,1.2636,0.8863,1.343,0.6569,3.039,1.2139,6.2063,1093.55,119.74
2015-05-08,1.2636,0.8896,1.3351,0.647,2.9808,1.2086,6.2084,1087.28,119.78
2015-05-11,1.266,0.8975,1.3605,0.6413,3.0385,1.2107,6.2086,1095.39,120.05
2015-05-12,1.2517,0.8897,1.3556,0.6376,3.0223,1.1987,6.2086,1093.81,119.8
2015-05-13,1.2318,0.8794,1.3355,0.635,3.0265,1.195,6.2043,1089.72,119.09
2015-05-14,1.2373,0.8797,1.3333,0.6343,2.991,1.1991,6.2013,1089.46,119.2
2015-05-15,1.2418,0.875,1.3353,0.634,2.9779,1.2009,6.2051,1083.05,119.36
2015-05-18,1.2498,0.8807,1.3517,0.6378,3.012,1.215,6.2041,1088.19,119.82
2015-05-19,1.2629,0.8968,1.3598,0.6442,3.0175,1.2213,6.2064,1093.94,120.58
2015-05-20,1.2695,0.9026,1.3708,0.6433,3.0308,1.2212,6.2036,1097.62,121.28
2015-05-21,1.2677,0.8988,1.3661,0.6381,3.0431,1.2201,6.1958,1092.41,121.06
2015-05-22,1.2775,0.9064,1.3686,0.6458,3.0705,1.2288,6.1972,1093.46,121.45
2015-05-25,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-05-26,1.2923,0.9195,1.3835,0.6494,3.1489,1.2428,6.2038,1106.06,123.08
2015-05-27,1.2967,0.9184,1.3835,0.6526,3.1708,1.2483,6.2011,1107.84,123.76
2015-05-28,1.3104,0.9163,1.3986,0.654,3.1755,1.2474,6.2002,1109.86,124.18
2015-05-29,1.3057,0.9096,1.4063,0.6542,3.1855,1.2466,6.198,1111.99,123.98
2015-06-01,1.3135,0.9163,1.4088,0.6585,3.1655,1.2547,6.1985,1115.61,124.64
2015-06-02,1.2907,0.8985,1.3978,0.6523,3.1391,1.2425,6.198,1109.34,124.19
2015-06-03,1.2816,0.8861,1.3982,0.6514,3.1103,1.2437,6.1976,1104.33,124.06
2015-06-04,1.3033,0.8872,1.4053,0.6507,3.1446,1.2477,6.2006,1112.56,124.56
2015-06-05,1.312,0.9003,1.4192,0.655,3.1604,1.2488,6.2024,1121.18,125.58
2015-06-08,1.3072,0.8903,1.409,0.6545,3.1226,1.2435,6.2053,1121.95,125.08
2015-06-09,1.3012,0.8862,1.4011,0.6501,3.095,1.2316,6.2047,1119.38,124.16
2015-06-10,1.2905,0.8844,1.39,0.6439,3.1013,1.2267,6.2055,1110.32,122.72
2015-06-11,1.2943,0.89,1.4306,0.6455,3.1419,1.2314,6.2065,1113.24,123.62
2015-06-12,1.2917,0.8867,1.4316,0.6416,3.1011,1.2306,6.2081,1111.63,123.23
2015-06-15,1.2875,0.8876,1.4276,0.6422,3.0958,1.2321,6.208,1114.94,123.38
2015-06-16,1.2898,0.8898,1.4314,0.6395,3.1052,1.2328,6.2085,1118.08,123.39
2015-06-17,1.3043,0.8894,1.4465,0.6366,3.0946,1.2307,6.2086,1122.83,124.25
2015-06-18,1.277,0.8769,1.4405,0.6296,3.0405,1.2206,6.2075,1101.55,122.87
2015-06-19,1.289,0.8822,1.4503,0.6297,3.0887,1.2273,6.2085,1102.64,122.7
2015-06-22,1.2912,0.8789,1.4543,0.632,3.0833,1.2286,6.2085,1098.85,123.28
2015-06-23,1.2922,0.8937,1.4596,0.6349,3.0913,1.2326,6.2066,1104.54,123.71
2015-06-24,1.3006,0.8946,1.456,0.6377,3.0884,1.2413,6.2061,1110.67,124.24
2015-06-25,1.2918,0.8932,1.447,0.6358,3.1144,1.2346,6.2084,1111.05,123.63
2015-06-26,1.3072,0.8964,1.4639,0.6354,3.1223,1.2358,6.208,1122.31,123.92
2015-06-29,1.3026,0.8945,1.459,0.6344,3.1403,1.238,6.2085,1119.09,122.5
2015-06-30,1.298,0.8965,1.4754,0.6358,3.1106,1.2473,6.2,1117.34,122.1
2015-07-01,1.3048,0.9022,1.4806,0.6403,3.1269,1.2559,6.2008,1123.89,123.02
2015-07-02,1.3106,0.9017,1.4868,0.6405,3.111,1.2566,6.2044,1119.95,123.14
2015-07-03,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-07-06,1.3296,0.9029,1.4919,0.6402,3.1454,1.2623,6.2089,1125.58,122.53
2015-07-07,1.345,0.9131,1.5011,0.6475,3.1905,1.2742,6.2097,1133.75,122.16
2015-07-08,1.3432,0.9032,1.4835,0.6513,3.2319,1.2724,6.2087,1131.75,120.54
2015-07-09,1.3444,0.907,1.4865,0.6504,3.213,1.2727,6.2086,1133.69,121.22
2015-07-10,1.3464,0.8969,1.4928,0.645,3.1834,1.2713,6.2092,1127.29,122.75
2015-07-13,1.3501,0.9074,1.4939,0.6444,3.1507,1.2762,6.2081,1133.93,123.35
2015-07-14,1.3423,0.9079,1.491,0.6417,3.1197,1.2746,6.2088,1142.75,123.39
2015-07-15,1.3576,0.912,1.514,0.6402,3.1531,1.2935,6.2082,1146.42,123.89
2015-07-16,1.3459,0.9176,1.5295,0.641,3.134,1.2938,6.2094,1145.24,124.04
2015-07-17,1.3567,0.9218,1.5321,0.64,3.1915,1.2997,6.2085,1148.48,124
2015-07-20,1.355,0.9217,1.5218,0.6416,3.2123,1.2982,6.2095,1156.38,124.24
2015-07-21,1.3461,0.9152,1.5085,0.6431,3.1725,1.2958,6.2095,1148.33,123.93
2015-07-22,1.3572,0.9188,1.5216,0.6403,3.2232,1.3023,6.2093,1156.49,124.08
2015-07-23,1.3559,0.9111,1.5049,0.6438,3.2862,1.303,6.2091,1160.64,123.88
2015-07-24,1.3738,0.9111,1.5184,0.6446,3.3302,1.3059,6.2095,1169.02,123.74
2015-07-27,1.3691,0.8999,1.5069,0.6412,3.356,1.3008,6.2091,1167.75,123.24
2015-07-28,1.3652,0.9046,1.4952,0.6403,3.3941,1.2933,6.2084,1161.09,123.52
2015-07-29,1.3686,0.9069,1.4966,0.64,3.3308,1.2893,6.2089,1158.49,123.86
2015-07-30,1.374,0.9163,1.5177,0.6418,3.3696,1.3024,6.2096,1173.42,124.38
2015-07-31,1.3639,0.9068,1.5094,0.6396,3.4078,1.3047,6.2097,1159.7,123.94
2015-08-03,1.3742,0.9122,1.5145,0.6409,3.4487,1.3141,6.2087,1168.63,123.98
2015-08-04,1.3479,0.913,1.5179,0.6405,3.4693,1.3124,6.2086,1161.2,124
2015-08-05,1.3613,0.9201,1.534,0.6409,3.4884,1.3181,6.2096,1174.4,124.84
2015-08-06,1.3618,0.9156,1.5279,0.6443,3.5684,1.3152,6.2096,1163.25,124.6
2015-08-07,1.3526,0.9126,1.5161,0.6465,3.5281,1.3122,6.2087,1164,124.27
2015-08-10,1.3506,0.9096,1.5147,0.6433,3.4699,1.3056,6.2094,1161.69,124.55
2015-08-11,1.3721,0.9056,1.5298,0.6422,3.5086,1.3149,6.3232,1181.36,124.9
2015-08-12,1.3559,0.893,1.5072,0.6394,3.4725,1.2973,6.3845,1175.03,123.87
2015-08-13,1.3585,0.8973,1.5218,0.6412,3.5147,1.3078,6.3982,1176.02,124.32
2015-08-14,1.3557,0.9001,1.5277,0.64,3.4625,1.3075,6.3908,1177.62,124.27
2015-08-17,1.3539,0.9027,1.5198,0.6411,3.4728,1.309,6.3937,1181.53,124.33
2015-08-18,1.3635,0.9068,1.5195,0.6387,3.4623,1.3075,6.3928,1185.85,124.39
2015-08-19,1.3669,0.9041,1.5235,0.6392,3.5021,1.3165,6.3956,1184.35,124.1
2015-08-20,1.3592,0.8929,1.5074,0.6374,3.4617,1.3075,6.3875,1185.63,123.54
2015-08-21,1.3618,0.8806,1.4912,0.637,3.497,1.3146,6.3887,1194.6,122.11
2015-08-24,1.3885,0.8636,1.5368,0.6357,3.5539,1.321,6.4029,1191.13,118.56
2015-08-25,1.3922,0.8764,1.5333,0.637,3.5456,1.3295,6.4122,1195.25,119.91
2015-08-26,1.411,0.878,1.5567,0.6455,3.6333,1.3301,6.4083,1185.52,119.07
2015-08-27,1.393,0.8898,1.5437,0.6489,3.5499,1.3193,6.4053,1170.49,120.89
2015-08-28,1.4027,0.8951,1.5513,0.651,3.5938,1.3268,6.389,1180.93,121.32
2015-08-31,1.4085,0.8933,1.5751,0.6509,3.6206,1.3223,6.376,1182.54,121.26
2015-09-01,1.4213,0.8879,1.5758,0.6518,3.6715,1.318,6.363,1179.78,119.94
2015-09-02,1.4263,0.8895,1.5765,0.6532,3.7389,1.3308,6.3544,1183.46,120
2015-09-03,1.4235,0.9006,1.5625,0.6556,3.7546,1.32,6.3549,1188.07,120.2
2015-09-04,1.4457,0.8995,1.5924,0.6581,3.8094,1.3272,6.3549,1196.4,119.05
2015-09-07,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-08,1.4239,0.8943,1.5755,0.6502,3.8081,1.3193,6.3657,1195.57,119.72
2015-09-09,1.4237,0.8957,1.562,0.6509,3.79,1.3221,6.3768,1186.52,120.94
2015-09-10,1.4112,0.8879,1.5858,0.647,3.8587,1.3218,6.377,1184.87,120.71
2015-09-11,1.4136,0.882,1.5838,0.6483,3.8757,1.3274,6.3735,1182.25,120.66
2015-09-14,1.4011,0.8844,1.5798,0.6484,3.8391,1.3265,6.3664,1181.17,119.92
2015-09-15,1.41,0.8881,1.584,0.6514,3.8655,1.3261,6.3685,1178.69,120.3
2015-09-16,1.3916,0.8846,1.5751,0.6452,3.8255,1.318,6.3694,1169.77,120.62
2015-09-17,1.3992,0.884,1.5818,0.6448,3.893,1.3186,6.3645,1163.11,120.9
2015-09-18,1.3847,0.8804,1.5586,0.6421,3.921,1.3146,6.3628,1164.13,119.85
2015-09-21,1.4035,0.8925,1.5848,0.6449,3.9911,1.3249,6.3676,1179.24,120.46
2015-09-22,1.4128,0.8982,1.5893,0.6512,4.049,1.3276,6.375,1186.1,120.04
2015-09-23,1.4278,0.8961,1.6015,0.656,4.1093,1.3313,6.3836,1193.96,120.12
2015-09-24,1.429,0.8887,1.5778,0.6556,4.1638,1.3348,6.3818,1195.48,119.54
2015-09-25,1.4257,0.8935,1.5701,0.6591,3.9489,1.3322,6.3737,1190.14,120.74
2015-09-28,1.4276,0.89,1.5758,0.6575,4.007,1.336,6.3685,1193.32,119.82
2015-09-29,1.4271,0.8892,1.5704,0.6593,4.0921,1.3414,6.3621,1194.28,119.76
2015-09-30,1.4245,0.8959,1.5649,0.6616,3.9554,1.3396,6.3556,1184.62,119.81
2015-10-01,1.4196,0.8929,1.5598,0.6595,4.2003,1.324,6.3559,1180.04,119.58
2015-10-02,1.4235,0.8868,1.5547,0.6572,3.9712,1.3213,6.3559,1175.48,119.42
2015-10-05,1.4108,0.8929,1.5373,0.6594,3.8924,1.3084,6.3559,1158.54,120.36
2015-10-06,1.4,0.8876,1.53,0.6567,3.8406,1.3056,6.3559,1160.7,120.18
2015-10-07,1.3864,0.889,1.5099,0.653,3.8123,1.3038,6.3559,1153.72,119.9
2015-10-08,1.3841,0.8864,1.5056,0.6529,3.8295,1.3017,6.3529,1155.57,119.94
2015-10-09,1.3646,0.88,1.4925,0.653,3.7339,1.2945,6.345,1145.67,120.3
2015-10-12,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-13,1.3731,0.8786,1.495,0.6561,3.8314,1.2984,6.3417,1147.42,119.8
2015-10-14,1.3782,0.8744,1.4778,0.6475,3.8366,1.2983,6.3462,1140.39,119.21
2015-10-15,1.3669,0.8758,1.459,0.6462,3.842,1.2901,6.3459,1120.9,118.26
2015-10-16,1.3772,0.8803,1.4708,0.6476,3.8527,1.2932,6.3523,1130.73,119.6
2015-10-19,1.3785,0.8834,1.4697,0.6464,3.9005,1.2999,6.3591,1130.57,119.5
2015-10-20,1.3782,0.8804,1.4804,0.6464,3.8845,1.2974,6.348,1128.64,119.79
2015-10-21,1.3839,0.8814,1.485,0.6467,3.9514,1.3117,6.3487,1137.09,119.91
2015-10-22,1.385,0.8977,1.4725,0.6494,3.9249,1.3087,6.3577,1131.48,120.5
2015-10-23,1.386,0.9078,1.4813,0.6519,3.8964,1.3171,6.3488,1135,121.2
2015-10-26,1.377,0.9049,1.4719,0.651,3.8788,1.3134,6.3517,1127.47,120.87
2015-10-27,1.3826,0.9048,1.4702,0.6531,3.9002,1.3242,6.3517,1134.57,120.29
2015-10-28,1.4,0.9037,1.4879,0.6528,3.8594,1.3149,6.3581,1130.31,120.56
2015-10-29,1.4122,0.9122,1.497,0.6538,3.8971,1.3169,6.3552,1142.39,121.14
2015-10-30,1.4019,0.9056,1.478,0.6475,3.8439,1.3082,6.318,1140.5,120.7
2015-11-02,1.4004,0.9069,1.4826,0.6482,3.8503,1.3093,6.318,1140.5,120.7
2015-11-03,1.3941,0.9136,1.4979,0.6492,3.7578,1.3107,6.318,1140.5,121.2
2015-11-04,1.399,0.9207,1.5181,0.6503,3.7946,1.3164,6.3357,1136.45,121.52
2015-11-05,1.399,0.92,1.509,0.6563,3.7809,1.3162,6.318,1140.5,121.71
2015-11-06,1.4217,0.9306,1.5363,0.6635,3.8055,1.3307,6.318,1140.5,123.2
2015-11-09,1.4192,0.9288,1.5298,0.6612,3.7855,1.3274,6.3619,1160.42,123.04
2015-11-10,1.4225,0.9358,1.5305,0.6618,3.7978,1.3258,6.3603,1158.34,123.22
2015-11-11,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-11-12,1.4053,0.9287,1.5316,0.6576,3.7898,1.3309,6.369,1158.6,122.84
2015-11-13,1.4049,0.9327,1.5319,0.6575,3.8235,1.3332,6.3735,1169.79,122.93
2015-11-16,1.4114,0.9339,1.5413,0.6577,3.846,1.3352,6.37,1172.67,123.11
2015-11-17,1.4055,0.9404,1.5482,0.6573,3.8123,1.3324,6.3771,1169.08,123.48
2015-11-18,1.4128,0.94,1.5528,0.6575,3.7914,1.3351,6.3834,1167.89,123.51
2015-11-19,1.3873,0.9306,1.5198,0.6524,3.7365,1.3266,6.3825,1156.08,122.71
2015-11-20,1.3826,0.9381,1.5249,0.6579,3.7048,1.3337,6.3835,1151.63,122.8
2015-11-23,1.3912,0.9432,1.5359,0.6612,3.7239,1.3358,6.389,1159.14,123.02
2015-11-24,1.381,0.9388,1.5291,0.6641,3.7064,1.3308,6.3883,1149.39,122.47
2015-11-25,1.3801,0.942,1.5214,0.6619,3.7508,1.3298,6.3877,1140.67,122.7
2015-11-26,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-11-27,1.3904,0.9438,1.53,0.6649,3.7736,1.336,6.3945,1154.43,122.84
2015-11-30,1.3822,0.9468,1.5211,0.6647,3.8982,1.3332,6.3883,1149.39,123.22
2015-12-01,1.3661,0.9416,1.4972,0.6634,3.8491,1.3372,6.3883,1149.39,122.88
2015-12-02,1.3682,0.9458,1.5085,0.6699,3.8633,1.3357,6.3883,1149.39,123.52
2015-12-03,1.368,0.9173,1.5076,0.6628,3.7762,1.3393,6.3883,1149.39,123.06
2015-12-04,1.3613,0.9188,1.4804,0.6623,3.7426,1.3364,6.3883,1149.39,123.1
2015-12-07,1.3759,0.9225,1.5042,0.6633,3.7595,1.3508,6.4081,1172.68,123.31
2015-12-08,1.3868,0.9195,1.5069,0.6667,3.8032,1.3594,6.4162,1179.6,123
2015-12-09,1.3881,0.9104,1.5085,0.6593,3.7264,1.3595,6.427,1181.75,121.86
2015-12-10,1.3701,0.9134,1.4786,0.6589,3.7787,1.3598,6.4363,1176.39,121.44
2015-12-11,1.3862,0.9089,1.4865,0.6573,3.8791,1.3695,6.4538,1188,120.94
2015-12-14,1.3778,0.907,1.4754,0.6609,3.8972,1.3732,6.4588,1186.2,120.57
2015-12-15,1.3935,0.9165,1.4819,0.6647,3.9,1.3729,6.46,1176.66,121.66
2015-12-16,1.3875,0.9143,1.4767,0.6661,3.9421,1.3805,6.4723,1177.19,121.88
2015-12-17,1.4085,0.9256,1.4943,0.6722,3.9053,1.397,6.4822,1187.7,122.75
2015-12-18,1.3895,0.9219,1.481,0.6705,3.9336,1.3876,6.48,1178.04,121.2
2015-12-21,1.3943,0.9158,1.4773,0.6709,4.0231,1.3989,6.4793,1173.87,120.99
2015-12-22,1.3829,0.9109,1.468,0.6752,3.998,1.3929,6.4778,1169.26,120.94
2015-12-23,1.3848,0.9195,1.473,0.6728,3.9672,1.386,6.4763,1140.67,120.94
2015-12-24,1.3757,0.9128,1.4624,0.6692,3.9358,1.3847,6.4758,1167.94,120.32
2015-12-25,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-12-28,1.377,0.9105,1.4592,0.6719,3.859,1.3893,6.4778,1169.26,120.3
2015-12-29,1.3712,0.9161,1.4552,0.6759,3.8917,1.3848,6.4778,1169.26,120.44
