Time Serie,AUSTRALIAN DOLLAR/US$,EURO/US$,NEW ZELAND DOLLAR/US$,UK POUND/US$,BRAZIL REAL/US$,CANADIAN DOLLAR/US$,CHINA YUAN/US$,KOREA WON/US$,JAPAN YEN/US$
2017-12-28,1.2832,0.8367,1.4106,0.7435,3.3005,1.2586,6.5322,1068.64,112.85
2017-12-29,1.2796,0.8318,1.4085,0.7392,3.3121,1.2517,6.5063,1067.42,112.69
2018-01-01,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-02,1.2781,0.8299,1.4073,0.7355,3.262,1.2507,6.491,1059.39,112.18
2018-01-03,1.2755,0.8313,1.4077,0.7395,3.2422,1.2534,6.501,1063.11,112.28
2018-01-04,1.2729,0.8289,1.3996,0.7386,3.2274,1.2522,6.4915,1061.5,112.78
2018-01-05,1.2724,0.8306,1.3947,0.7374,3.2285,1.2396,6.4875,1060.07,113.18
2018-01-08,1.2758,0.8352,1.3924,0.7371,3.2308,1.2424,6.497,1066.26,113.08
2018-01-09,1.2784,0.8388,1.3928,0.7398,3.2491,1.2457,6.5263,1068.8,112.57
2018-01-10,1.2753,0.8363,1.3912,0.74,3.2363,1.2485,6.5055,1067.55,111.48
2018-01-11,1.2682,0.8309,1.3805,0.7384,3.2254,1.2526,6.4956,1062.67,111.35
2018-01-12,1.2681,0.8244,1.3814,0.7305,3.2162,1.2517,6.4607,1062.09,111.23
2018-01-15,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-01-16,1.2566,0.8167,1.3746,0.726,3.2274,1.2422,6.4395,1064.19,110.74
2018-01-17,1.2528,0.8177,1.3714,0.7234,3.2215,1.2443,6.433,1066.72,110.81
2018-01-18,1.2511,0.8171,1.3678,0.72,3.2169,1.2442,6.4175,1069.35,110.88
2018-01-19,1.2498,0.8171,1.3727,0.7217,3.205,1.2456,6.399,1065.81,110.56
2018-01-22,1.2494,0.8177,1.3678,0.7172,3.2024,1.246,6.4035,1068.06,111.15
2018-01-23,1.2525,0.8145,1.3615,0.7159,3.2312,1.2455,6.4,1072.59,110.46
2018-01-24,1.2398,0.8071,1.3501,0.7043,3.1938,1.2357,6.365,1065.39,109.15
2018-01-25,1.2362,0.8008,1.3567,0.7011,3.147,1.2315,6.3189,1057.57,108.7
2018-01-26,1.2338,0.805,1.3609,0.7053,3.1499,1.232,6.3199,1064.12,108.38
2018-01-29,1.2362,0.8096,1.3684,0.7121,3.1634,1.2339,6.3328,1071.28,109.12
2018-01-30,1.2382,0.8071,1.3635,0.708,3.1874,1.234,6.3199,1073.61,108.9
2018-01-31,1.2393,0.8046,1.3565,0.7047,3.1782,1.2293,6.2841,1068.33,109.31
2018-02-01,1.2456,0.8012,1.3517,0.7019,3.1718,1.228,6.2969,1069.33,109.5
2018-02-02,1.2612,0.8035,1.3691,0.7079,3.2205,1.2393,6.2984,1086.21,110.4
2018-02-05,1.2617,0.8053,1.3714,0.7132,3.2365,1.2483,6.285,1086.79,110.09
2018-02-06,1.2695,0.8077,1.3687,0.7168,3.2535,1.2537,6.283,1081.2,109.18
2018-02-07,1.2752,0.8143,1.3734,0.7204,3.262,1.2545,6.2649,1082.56,109.53
2018-02-08,1.2839,0.8171,1.3877,0.7186,3.2895,1.2603,6.3222,1093.04,109
2018-02-09,1.2806,0.8179,1.3789,0.725,3.3083,1.2599,6.2966,1087.99,108.44
2018-02-12,1.2762,0.8152,1.3814,0.7236,3.2949,1.2612,6.325,1082.27,108.72
2018-02-13,1.2728,0.8089,1.3727,0.7198,3.2947,1.26,6.338,1083.07,107.59
2018-02-14,1.2702,0.8067,1.3635,0.7166,3.2551,1.2564,6.3438,1076.71,107
2018-02-15,1.2639,0.8012,1.3546,0.7112,3.2318,1.2517,6.3438,1065.69,106.36
2018-02-16,1.2618,0.8037,1.3517,0.7115,3.2219,1.2532,6.3438,1065.27,106.1
2018-02-19,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-02-20,1.2653,0.8098,1.3594,0.7132,3.2434,1.2624,6.3351,1072.85,107.23
2018-02-21,1.2767,0.8121,1.3626,0.7171,3.2581,1.2678,6.3351,1076.11,107.64
2018-02-22,1.2739,0.8113,1.3607,0.7174,3.2579,1.2705,6.3471,1077.61,106.96
2018-02-23,1.2776,0.8131,1.3716,0.7154,3.2344,1.2659,6.3329,1075.77,106.64
2018-02-26,1.275,0.8133,1.3682,0.7167,3.2381,1.2691,6.3115,1069,106.96
2018-02-27,1.2814,0.8171,1.3806,0.7191,3.2472,1.2748,6.3169,1077.43,107.47
2018-02-28,1.2819,0.8189,1.3837,0.725,3.2428,1.2806,6.328,1082.12,106.62
2018-03-01,1.2883,0.8186,1.3793,0.727,3.2421,1.284,6.3565,1081.33,106.91
2018-03-02,1.2897,0.8121,1.3824,0.7263,3.2513,1.2882,6.3428,1080.25,105.65
2018-03-05,1.2888,0.811,1.3827,0.7217,3.2527,1.2982,6.3491,1076.75,105.97
2018-03-06,1.2784,0.8055,1.3691,0.7201,3.2191,1.2892,6.3093,1061.53,106.03
2018-03-07,1.2827,0.8066,1.3765,0.72,3.2364,1.2993,6.3225,1067.93,105.94
2018-03-08,1.2842,0.8121,1.3774,0.7234,3.262,1.2936,6.3389,1074.21,106.08
2018-03-09,1.274,0.8113,1.3708,0.7213,3.2469,1.2822,6.3285,1066.59,106.74
2018-03-12,1.2716,0.8118,1.3712,0.7195,3.2609,1.2835,6.327,1063.7,106.52
2018-03-13,1.2689,0.8066,1.3617,0.7149,3.2483,1.2925,6.318,1062.14,106.64
2018-03-14,1.2695,0.8089,1.3644,0.7171,3.2641,1.2946,6.314,1063.38,106.17
2018-03-15,1.2794,0.8116,1.3719,0.7168,3.2841,1.3053,6.3202,1065.89,106.07
2018-03-16,1.2932,0.8143,1.3856,0.7184,3.2897,1.3096,6.33,1068.4,106.1
2018-03-19,1.2979,0.8111,1.3835,0.7127,3.2873,1.3089,6.3291,1072.29,105.83
2018-03-20,1.3002,0.8149,1.3899,0.7136,3.295,1.3083,6.3328,1070.61,106.42
2018-03-21,1.2974,0.8151,1.3928,0.711,3.2865,1.2957,6.32,1070.51,106.3
2018-03-22,1.2994,0.8123,1.385,0.7093,3.3034,1.293,6.331,1079.51,105.34
2018-03-23,1.2952,0.8091,1.3785,0.7067,3.3125,1.287,6.311,1081.29,104.83
2018-03-26,1.2942,0.8039,1.3708,0.7024,3.3043,1.2866,6.2685,1076.87,105
2018-03-27,1.2958,0.8058,1.3721,0.7062,3.3263,1.2841,6.2781,1071.21,105.72
2018-03-28,1.3019,0.8097,1.3806,0.7087,3.337,1.2886,6.2946,1063.03,106.3
2018-03-29,1.3034,0.8132,1.385,0.7128,3.3229,1.2901,6.2876,1060.31,106.27
2018-03-30,1.3004,0.8117,1.3814,0.7129,3.3045,1.2891,6.2726,1060.99,106.2
2018-04-02,1.3058,0.8138,1.3854,0.7127,3.3149,1.2918,6.2785,1056.03,105.99
2018-04-03,1.3031,0.8156,1.3774,0.7108,3.3222,1.28,6.2881,1054.63,106.45
2018-04-04,1.2985,0.8135,1.3704,0.7104,3.3474,1.2801,6.3045,1059.5,106.56
2018-04-05,1.3007,0.8177,1.3751,0.7147,3.3212,1.2777,6.3045,1061.56,107.48
2018-04-06,1.3014,0.8147,1.3749,0.7098,3.3702,1.2763,6.3045,1068.73,107.03
2018-04-09,1.2974,0.8117,1.3661,0.7074,3.395,1.27,6.3035,1067.11,107.06
2018-04-10,1.2883,0.8105,1.358,0.7062,3.4146,1.2609,6.2798,1064.53,107.3
2018-04-11,1.2878,0.8075,1.357,0.7045,3.3955,1.2581,6.2655,1066.76,106.78
2018-04-12,1.2892,0.8117,1.3559,0.702,3.3902,1.2583,6.2876,1069.84,107.3
2018-04-13,1.2873,0.8116,1.3604,0.7015,3.4088,1.2604,6.2725,1070.55,107.52
2018-04-16,1.2858,0.8082,1.3585,0.6977,3.4282,1.258,6.2752,1071.59,107.26
2018-04-17,1.2873,0.81,1.3626,0.6993,3.4022,1.2548,6.2804,1066.56,107.09
2018-04-18,1.2847,0.8078,1.3646,0.7029,3.3844,1.2636,6.2722,1064.51,107.26
2018-04-19,1.2902,0.8106,1.3736,0.7046,3.4028,1.2638,6.2765,1065.68,107.42
2018-04-20,1.3036,0.8142,1.3868,0.7126,3.4121,1.274,6.2945,1071,107.6
2018-04-23,1.3134,0.8186,1.3976,0.7167,3.4463,1.2845,6.3158,1077.72,108.62
2018-04-24,1.3161,0.8179,1.4061,0.7156,3.4685,1.2823,6.3035,1074.8,109.03
2018-04-25,1.3229,0.8212,1.4158,0.7173,3.509,1.2871,6.3236,1082.99,109.33
2018-04-26,1.3228,0.8256,1.4152,0.718,3.4992,1.2867,6.334,1078.2,109.3
2018-04-27,1.3217,0.8259,1.4144,0.7254,3.4685,1.2862,6.3325,1067.59,109.12
2018-04-30,1.3257,0.8282,1.4198,0.7272,3.4854,1.2818,6.3325,1069.07,109.28
2018-05-01,1.3355,0.8333,1.4271,0.7347,3.507,1.2873,6.3325,1071.91,109.69
2018-05-02,1.3332,0.8356,1.4278,0.7348,3.5404,1.2848,6.361,1076.52,109.89
2018-05-03,1.331,0.8354,1.4229,0.737,3.5496,1.2878,6.352,1078.33,109.06
2018-05-04,1.3273,0.8371,1.4251,0.7388,3.5213,1.2848,6.3589,1074.09,109.16
2018-05-07,1.3287,0.8384,1.4231,0.7371,3.5543,1.285,6.364,1079.72,109.14
2018-05-08,1.3432,0.843,1.436,0.7396,3.585,1.2967,6.369,1078.35,109.16
2018-05-09,1.3412,0.8437,1.4314,0.7371,3.5965,1.2852,6.3585,1078.22,109.68
2018-05-10,1.3307,0.8406,1.4397,0.7415,3.5554,1.2787,6.344,1065.41,109.53
2018-05-11,1.3256,0.8368,1.4347,0.7381,3.5879,1.2781,6.3333,1067.14,109.26
2018-05-14,1.3238,0.835,1.4418,0.7356,3.6212,1.2761,6.336,1068.83,109.52
2018-05-15,1.3374,0.8429,1.4541,0.7401,3.6659,1.2868,6.376,1076.46,110.25
2018-05-16,1.3326,0.8483,1.4503,0.7419,3.68,1.2828,6.3706,1076.66,110.22
2018-05-17,1.3319,0.8476,1.4541,0.7404,3.7073,1.2815,6.3645,1082.37,110.76
2018-05-18,1.3314,0.8493,1.4468,0.7421,3.7438,1.2892,6.3768,1080.91,110.71
2018-05-21,1.3219,0.8498,1.443,0.7453,3.7096,1.2835,6.3815,1079.33,111.08
2018-05-22,1.3167,0.8487,1.4407,0.7438,3.6367,1.2775,6.366,1073.3,110.94
2018-05-23,1.3273,0.8552,1.4503,0.7496,3.6411,1.2882,6.3875,1078.88,110.05
2018-05-24,1.3215,0.8526,1.4455,0.7472,3.6402,1.2907,6.3757,1082.77,109.3
2018-05-25,1.3231,0.8572,1.4447,0.7507,3.6586,1.2972,6.3903,1076.35,109.35
2018-05-28,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-05-29,1.3308,0.8657,1.4461,0.7543,3.7283,1.3027,6.4162,1082.59,108.62
2018-05-30,1.3203,0.8573,1.4298,0.7521,3.7389,1.2842,6.4175,1077.62,109.04
2018-05-31,1.321,0.8569,1.4278,0.7525,3.7262,1.297,6.4096,1080.75,108.73
2018-06-01,1.3217,0.8562,1.4312,0.7486,3.755,1.2948,6.418,1071.27,109.49
2018-06-04,1.3075,0.855,1.4221,0.7511,3.7446,1.2922,6.405,1070.13,109.66
2018-06-05,1.3148,0.8568,1.4255,0.7485,3.778,1.3008,6.4042,1071.86,109.63
2018-06-06,1.3026,0.849,1.4192,0.7447,3.8178,1.2907,6.385,1065.9,110
2018-06-07,1.3106,0.8464,1.4219,0.7448,3.9294,1.2988,6.389,1071.11,109.92
2018-06-08,1.3156,0.8494,1.4213,0.7459,3.7429,1.2956,6.4031,1075,109.45
2018-06-11,1.313,0.8473,1.4205,0.747,3.6839,1.298,6.4,1075.08,109.94
2018-06-12,1.3146,0.848,1.4221,0.7454,3.6745,1.2987,6.3992,1077.14,110.22
2018-06-13,1.3151,0.8486,1.419,0.7475,3.7116,1.2963,6.3944,1082.59,110.41
2018-06-14,1.3308,0.8595,1.4292,0.75,3.7018,1.307,6.398,1084.06,110.44
2018-06-15,1.3414,0.8609,1.4403,0.7528,3.7511,1.3167,6.4379,1101.89,110.58
2018-06-18,1.3479,0.8616,1.4428,0.7549,3.7537,1.3229,6.4379,1105.07,110.44
2018-06-19,1.3539,0.8638,1.4478,0.7592,3.7306,1.3263,6.4802,1110.64,110.02
2018-06-20,1.3537,0.8627,1.4535,0.7568,3.7349,1.3291,6.4713,1107.42,110.14
2018-06-21,1.3561,0.8621,1.455,0.7547,3.7992,1.3319,6.49,1110.01,110.05
2018-06-22,1.347,0.8598,1.4503,0.7543,3.7708,1.3318,6.5027,1114.49,109.98
2018-06-25,1.3503,0.8551,1.4505,0.7534,3.7776,1.3313,6.536,1114.4,109.62
2018-06-26,1.351,0.8565,1.4567,0.7551,3.7705,1.3293,6.5759,1118.08,109.92
2018-06-27,1.3563,0.863,1.4702,0.7611,3.8537,1.33,6.5992,1121.57,110.34
2018-06-28,1.3596,0.8634,1.4795,0.7637,3.8543,1.3253,6.6235,1121.96,110.38
2018-06-29,1.3515,0.8564,1.4765,0.7577,3.8561,1.314,6.6171,1111.79,110.71
2018-07-02,1.3657,0.8618,1.4921,0.7614,3.9135,1.3213,6.6632,1119.31,110.73
2018-07-03,1.3541,0.8581,1.4813,0.7591,3.8789,1.315,6.6368,1114.41,110.54
2018-07-04,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-07-05,1.3535,0.8549,1.4728,0.756,3.9242,1.3121,6.6341,1118.2,110.59
2018-07-06,1.3475,0.8519,1.4643,0.754,3.906,1.309,6.6396,1114.98,110.48
2018-07-09,1.3394,0.8515,1.4624,0.7575,3.8694,1.3111,6.6123,1111.38,110.78
2018-07-10,1.3398,0.8527,1.4628,0.7538,3.826,1.312,6.6296,1113.81,111.24
2018-07-11,1.3514,0.8531,1.4736,0.7552,3.8624,1.3127,6.6764,1122.1,111.52
2018-07-12,1.3481,0.8553,1.4743,0.7554,3.8478,1.3158,6.663,1121.38,112.41
2018-07-13,1.3495,0.8571,1.4793,0.7567,3.8659,1.3168,6.69,1130.3,112.38
2018-07-16,1.3484,0.854,1.4769,0.7555,3.8534,1.3131,6.6866,1127.81,112.29
2018-07-17,1.3528,0.8573,1.4728,0.7598,3.8626,1.3198,6.7018,1125.63,112.79
2018-07-18,1.3528,0.8587,1.4728,0.7663,3.8412,1.3203,6.7161,1130.76,112.82
2018-07-19,1.3639,0.8618,1.4885,0.77,3.8808,1.3271,6.7701,1136.38,112.98
2018-07-20,1.3495,0.8541,1.4702,0.7625,3.7801,1.3155,6.7659,1128.16,111.74
2018-07-23,1.3545,0.8546,1.4736,0.7631,3.7965,1.315,6.7927,1134.45,111.36
2018-07-24,1.3484,0.8559,1.4704,0.7613,3.7381,1.3165,6.7912,1127.39,111.27
2018-07-25,1.3492,0.8564,1.4693,0.7605,3.7075,1.3104,6.7658,1122.59,111.02
2018-07-26,1.3543,0.8581,1.4725,0.7623,3.7285,1.308,6.7865,1121.72,111.2
2018-07-27,1.3495,0.8576,1.4708,0.7623,3.7134,1.3057,6.8097,1115.77,110.94
2018-07-30,1.3499,0.8534,1.4643,0.761,3.7228,1.3013,6.8102,1116.98,110.98
2018-07-31,1.3444,0.8543,1.468,0.7619,3.745,1.3017,6.8038,1112.75,111.88
2018-08-01,1.351,0.8572,1.4717,0.7622,3.753,1.3006,6.8154,1118.15,111.72
2018-08-02,1.3552,0.8612,1.4802,0.7672,3.7555,1.3004,6.838,1126.91,111.48
2018-08-03,1.3503,0.8623,1.4799,0.768,3.7133,1.2975,6.8309,1122.68,111.12
2018-08-06,1.3526,0.8648,1.4846,0.7724,3.7208,1.2997,6.85,1125.9,111.43
2018-08-07,1.3463,0.8623,1.4835,0.7718,3.7128,1.3017,6.828,1118,111.19
2018-08-08,1.3477,0.8622,1.4832,0.7764,3.7442,1.3061,6.8344,1119.01,110.96
2018-08-09,1.3524,0.8646,1.5097,0.777,3.8164,1.3046,6.8199,1119,110.9
2018-08-10,1.3702,0.8773,1.5147,0.7831,3.8539,1.3126,6.8458,1130.19,110.66
2018-08-13,1.3755,0.8775,1.5188,0.7839,3.9123,1.3138,6.888,1133.19,110.65
2018-08-14,1.3812,0.881,1.5181,0.7851,3.8852,1.3107,6.8809,1128.9,110.92
2018-08-15,1.3826,0.8825,1.5249,0.7883,3.9135,1.3155,6.933,1135.3,110.62
2018-08-16,1.3744,0.8781,1.5158,0.786,3.8985,1.3144,6.8792,1125.35,110.89
2018-08-17,1.3732,0.8764,1.5133,0.7852,3.9385,1.308,6.874,1123.2,110.54
2018-08-20,1.3684,0.8743,1.5108,0.7834,3.9473,1.3085,6.8546,1121.3,110.38
2018-08-21,1.3602,0.867,1.4981,0.7776,3.9948,1.3048,6.8444,1117.41,110.48
2018-08-22,1.3602,0.8624,1.4928,0.7746,4.0751,1.3014,6.84,1117,110.54
2018-08-23,1.3767,0.8645,1.5033,0.7794,4.0898,1.3057,6.8748,1123.37,111.14
2018-08-24,1.3639,0.8602,1.4943,0.7777,4.0944,1.3022,6.803,1113.3,111.22
2018-08-27,1.3613,0.8565,1.4939,0.7757,4.0707,1.2966,6.8145,1107.69,111.09
2018-08-28,1.3602,0.8532,1.4883,0.776,4.1248,1.2925,6.8018,1105.14,111.04
2018-08-29,1.3714,0.8548,1.4923,0.7689,4.122,1.2941,6.819,1109.2,111.8
2018-08-30,1.377,0.8587,1.506,0.7694,4.2016,1.2991,6.8415,1113.13,111.17
2018-08-31,1.3904,0.8624,1.5119,0.7714,4.128,1.3072,6.83,1116.5,110.98
2018-09-03,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-09-04,1.3939,0.8646,1.5272,0.7792,4.156,1.3182,6.8427,1117.5,111.44
2018-09-05,1.391,0.8606,1.5195,0.775,4.1589,1.3191,6.827,1121,111.47
2018-09-06,1.3893,0.8603,1.5161,0.7732,4.1462,1.3212,6.8322,1122.4,110.87
2018-09-07,1.4015,0.8642,1.527,0.7732,4.0594,1.317,6.8419,1123.5,111.18
2018-09-10,1.4049,0.8618,1.5298,0.7677,4.1094,1.3159,6.8545,1127.9,111.09
2018-09-11,1.4071,0.8627,1.5356,0.7683,4.1564,1.3131,6.8704,1126.17,111.54
2018-09-12,1.3965,0.8601,1.5258,0.7675,4.1363,1.3005,6.8574,1121.62,111.29
2018-09-13,1.3904,0.8568,1.5237,0.7631,4.1752,1.3005,6.8407,1120.9,111.92
2018-09-14,1.3931,0.8579,1.5237,0.7643,4.1852,1.3029,6.8673,1119,112.09
2018-09-17,1.3916,0.8557,1.5186,0.7607,4.1718,1.3017,6.854,1124.71,111.97
2018-09-18,1.385,0.8552,1.5175,0.76,4.1277,1.2977,6.8591,1122.18,112.3
2018-09-19,1.3749,0.8558,1.5106,0.7598,4.116,1.2939,6.8466,1120.61,112.21
2018-09-20,1.3744,0.8515,1.4984,0.7555,4.0834,1.2918,6.8455,1119.58,112.58
2018-09-21,1.374,0.8519,1.4972,0.7653,4.0536,1.2912,6.8559,1114.3,112.62
2018-09-24,1.3768,0.8494,1.5033,0.7617,4.0733,1.2934,6.8559,1119.28,112.62
2018-09-25,1.3791,0.8496,1.5035,0.7598,4.1186,1.2944,6.8632,1118.12,112.88
2018-09-26,1.3774,0.8505,1.5022,0.7586,4.0425,1.2963,6.8763,1114.64,112.92
2018-09-27,1.3854,0.8569,1.5097,0.7631,3.9968,1.3036,6.888,1113.41,113.38
2018-09-28,1.3816,0.8604,1.5072,0.7661,3.9995,1.2922,6.868,1109.76,113.48
2018-10-01,1.3845,0.8645,1.5122,0.7673,4.1959,1.2799,6.868,1112.53,113.96
2018-10-02,1.3891,0.8651,1.5138,0.7702,3.9223,1.2815,6.868,1112.43,113.66
2018-10-03,1.401,0.8677,1.5288,0.7696,3.8806,1.2826,6.868,1121.42,114.19
2018-10-04,1.4128,0.869,1.5411,0.7684,3.9229,1.2903,6.868,1130.78,113.79
2018-10-05,1.4188,0.8694,1.553,0.7633,3.8808,1.2948,6.868,1131.25,113.56
2018-10-08,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-10-09,1.41,0.8709,1.548,0.7611,3.732,1.2959,6.9217,1132.87,113.13
2018-10-10,1.4085,0.8665,1.5439,0.7572,3.7594,1.2985,6.9224,1138.9,112.71
2018-10-11,1.4061,0.8647,1.5344,0.758,3.7591,1.3037,6.888,1134.16,112.26
2018-10-12,1.4053,0.8651,1.5359,0.7602,3.7825,1.3023,6.9182,1130.82,112.02
2018-10-15,1.4002,0.8625,1.5263,0.7594,3.7214,1.2966,6.9131,1129.3,111.82
2018-10-16,1.4006,0.8626,1.5168,0.757,3.7177,1.2935,6.9102,1123.88,112.16
2018-10-17,1.4025,0.8666,1.5205,0.7612,3.6813,1.2985,6.9263,1126.2,112.21
2018-10-18,1.4049,0.87,1.5249,0.7656,3.705,1.3059,6.9367,1138.06,112.11
2018-10-19,1.4021,0.8686,1.5163,0.7666,3.7121,1.3101,6.9291,1131.13,112.52
2018-10-22,1.4112,0.8721,1.5267,0.7708,3.685,1.3104,6.9446,1132.7,112.78
2018-10-23,1.4136,0.8711,1.526,0.7703,3.704,1.3101,6.9373,1137.53,112.12
2018-10-24,1.414,0.878,1.5326,0.7753,3.7188,1.2994,6.942,1136.66,112.58
2018-10-25,1.4116,0.8792,1.533,0.7796,3.6887,1.3066,6.9477,1134.9,112.54
2018-10-26,1.4108,0.8781,1.5337,0.7797,3.6695,1.31,6.9425,1141.74,111.65
2018-10-29,1.4136,0.878,1.5312,0.7808,3.667,1.3129,6.9605,1139.81,112.49
2018-10-30,1.4061,0.88,1.5239,0.7855,3.7156,1.3133,6.9663,1137.68,112.76
2018-10-31,1.4104,0.8825,1.5314,0.7825,3.7129,1.3129,6.9737,1140.78,112.86
2018-11-01,1.391,0.8775,1.5056,0.7708,3.699,1.3108,6.9205,1126.19,112.79
2018-11-02,1.3891,0.8789,1.5026,0.7713,3.6965,1.3108,6.8894,1117.72,113.09
2018-11-05,1.3893,0.8777,1.5015,0.768,3.7155,1.3098,6.9249,1122.13,113.22
2018-11-06,1.3848,0.8763,1.4988,0.7648,3.7509,1.3132,6.9172,1121.31,113.38
2018-11-07,1.3732,0.8727,1.4728,0.7608,3.7595,1.3108,6.9174,1117.52,113.32
2018-11-08,1.3725,0.876,1.4749,0.7624,3.7563,1.3115,6.9318,1118.99,113.87
2018-11-09,1.3839,0.883,1.4848,0.7705,3.751,1.323,6.9553,1131.4,113.77
2018-11-12,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-11-13,1.385,0.8859,1.478,0.7674,3.7983,1.3223,6.9546,1132.29,113.97
2018-11-14,1.3852,0.884,1.4719,0.7686,3.7831,1.3237,6.95,1132.1,113.7
2018-11-15,1.3757,0.8831,1.4656,0.7844,3.784,1.3193,6.938,1127.2,113.46
2018-11-16,1.3676,0.877,1.4575,0.7789,3.7424,1.3174,6.9367,1124.81,112.76
2018-11-19,1.3716,0.8735,1.4631,0.7787,3.7671,1.3187,6.9398,1126.08,112.54
2018-11-20,1.3801,0.8779,1.4661,0.7807,3.7567,1.3245,6.9448,1128.53,112.66
2018-11-21,1.3761,0.8777,1.4622,0.7827,3.779,1.3274,6.9248,1127.3,113.06
2018-11-22,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-11-23,1.3841,0.8825,1.4762,0.781,3.8205,1.3226,6.9477,1130.9,112.83
2018-11-26,1.3831,0.8821,1.4738,0.7807,3.879,1.3237,6.9397,1126.69,113.58
2018-11-27,1.3877,0.8864,1.4756,0.7856,3.8919,1.3313,6.9498,1129.41,113.84
2018-11-28,1.3826,0.8861,1.4712,0.7833,3.8766,1.3328,6.9534,1127.81,113.96
2018-11-29,1.3672,0.8786,1.4584,0.7819,3.8546,1.3278,6.9419,1119.91,113.42
2018-11-30,1.3678,0.8832,1.4535,0.783,3.8571,1.3282,6.9558,1118.61,113.54
2018-12-03,1.3587,0.8806,1.4424,0.7848,3.8353,1.319,6.8798,1110.2,113.54
2018-12-04,1.36,0.8814,1.4413,0.7862,3.8368,1.3202,6.8343,1108.82,112.93
2018-12-05,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-12-06,1.3858,0.8792,1.4545,0.7827,3.9027,1.3417,6.8816,1122.07,112.46
2018-12-07,1.387,0.878,1.4579,0.7844,3.8768,1.3302,6.8733,1121.8,112.6
2018-12-10,1.3908,0.8797,1.4539,0.7963,3.9298,1.3385,6.9077,1128.3,112.96
2018-12-11,1.3881,0.8839,1.4533,0.7985,3.9165,1.3408,6.8968,1128.6,113.41
2018-12-12,1.3845,0.8801,1.4586,0.79,3.849,1.3336,6.8778,1124.51,113.28
2018-12-13,1.3835,0.8804,1.4577,0.7915,3.8856,1.3349,6.8798,1124.73,113.66
2018-12-14,1.3935,0.885,1.4693,0.7955,3.897,1.3387,6.905,1133.2,113.35
2018-12-17,1.3924,0.8819,1.4699,0.7933,3.8922,1.339,6.8962,1130.17,112.96
2018-12-18,1.3943,0.88,1.4596,0.7909,3.9072,1.3466,6.8939,1127.76,112.54
2018-12-19,1.3943,0.8755,1.4594,0.7893,3.8737,1.3434,6.8918,1120.96,112.15
2018-12-20,1.4077,0.8747,1.4778,0.7905,3.85,1.3515,6.8834,1123.87,111.34
2018-12-21,1.414,0.877,1.4868,0.7886,3.8815,1.357,6.9048,1125.3,111.14
2018-12-24,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-12-25,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018-12-26,1.4144,0.8766,1.4826,0.7889,3.9253,1.3576,6.8847,1124.23,110.45
2018-12-27,1.4245,0.8763,1.493,0.792,3.8895,1.365,6.8649,1121.37,110.78
2018-12-28,1.4196,0.8737,1.4916,0.7875,3.8711,1.3629,6.8755,1114.9,110.34
